Date,Gold,SP500
2024-01-02,2064.39990234375,4742.830078125
2024-01-03,2034.199951171875,4704.81005859375
2024-01-04,2042.300048828125,4688.68017578125
2024-01-05,2042.4000244140625,4697.240234375
2024-01-08,2026.5999755859375,4763.5400390625
2024-01-09,2026.4000244140625,4756.5
2024-01-10,2021.699951171875,4783.4501953125
2024-01-11,2014.300048828125,4780.240234375
2024-01-12,2046.699951171875,4783.830078125
2024-01-16,2026.0,4765.97998046875
2024-01-17,2002.5999755859375,4739.2099609375
2024-01-18,2018.5999755859375,4780.93994140625
2024-01-19,2026.5,4839.81005859375
2024-01-22,2019.800048828125,4850.43017578125
2024-01-23,2023.699951171875,4864.60009765625
2024-01-24,2013.9000244140625,4868.5498046875
2024-01-25,2016.9000244140625,4894.16015625
2024-01-26,2016.800048828125,4890.97021484375
2024-01-29,2025.199951171875,4927.93017578125
2024-01-30,2031.5,4924.97021484375
2024-01-31,2048.39990234375,4845.64990234375
2024-02-01,2053.0,4906.18994140625
2024-02-02,2036.0999755859375,4958.60986328125
2024-02-05,2025.699951171875,4942.81005859375
2024-02-06,2034.5,4954.22998046875
2024-02-07,2035.199951171875,4995.06005859375
2024-02-08,2032.199951171875,4997.91015625
2024-02-09,2023.300048828125,5026.60986328125
2024-02-12,2018.199951171875,5021.83984375
2024-02-13,1992.9000244140625,4953.169921875
2024-02-14,1990.300048828125,5000.6201171875
2024-02-15,2002.0999755859375,5029.72998046875
2024-02-16,2011.5,5005.56982421875
2024-02-20,2027.5,4975.509765625
2024-02-21,2022.300048828125,4981.7998046875
2024-02-22,2019.699951171875,5087.02978515625
2024-02-23,2038.5999755859375,5088.7998046875
2024-02-26,2028.5,5069.52978515625
2024-02-27,2034.0,5078.18017578125
2024-02-28,2033.0,5069.759765625
2024-02-29,2045.699951171875,5096.27001953125
2024-03-01,2086.89990234375,5137.080078125
2024-03-04,2117.699951171875,5130.9501953125
2024-03-05,2133.5,5078.64990234375
2024-03-06,2150.300048828125,5104.759765625
2024-03-07,2158.0,5157.35986328125
2024-03-08,2178.60009765625,5123.68994140625
2024-03-11,2182.5,5117.93994140625
2024-03-12,2160.39990234375,5175.27001953125
2024-03-13,2175.39990234375,5165.31005859375
2024-03-14,2163.0,5150.47998046875
2024-03-15,2157.300048828125,5117.08984375
2024-03-18,2160.699951171875,5149.419921875
2024-03-19,2156.300048828125,5178.509765625
2024-03-20,2157.89990234375,5224.6201171875
2024-03-21,2182.39990234375,5241.52978515625
2024-03-22,2158.10009765625,5234.18017578125
2024-03-25,2174.800048828125,5218.18994140625
2024-03-26,2175.60009765625,5203.580078125
2024-03-27,2190.60009765625,5248.490234375
2024-03-28,2217.39990234375,5254.35009765625
2024-04-01,2236.5,5243.77001953125
2024-04-02,2261.0,5205.81005859375
2024-04-03,2294.39990234375,5211.490234375
2024-04-04,2288.800048828125,5147.2099609375
2024-04-05,2325.699951171875,5204.33984375
2024-04-08,2331.699951171875,5202.39013671875
2024-04-09,2343.5,5209.91015625
2024-04-10,2329.60009765625,5160.64013671875
2024-04-11,2354.800048828125,5199.06005859375
2024-04-12,2356.199951171875,5123.41015625
2024-04-15,2365.800048828125,5061.81982421875
2024-04-16,2390.800048828125,5051.41015625
2024-04-17,2371.699951171875,5022.2099609375
2024-04-18,2382.300048828125,5011.1201171875
2024-04-19,2398.39990234375,4967.22998046875
2024-04-22,2332.199951171875,5010.60009765625
2024-04-23,2327.699951171875,5070.5498046875
2024-04-24,2324.5,5071.6298828125
2024-04-25,2329.800048828125,5048.419921875
2024-04-26,2334.800048828125,5099.9599609375
2024-04-29,2345.39990234375,5116.169921875
2024-04-30,2291.39990234375,5035.68994140625
2024-05-01,2299.89990234375,5018.39013671875
2024-05-02,2299.199951171875,5064.2001953125
2024-05-03,2299.0,5127.7900390625
2024-05-06,2321.60009765625,5180.740234375
2024-05-07,2315.199951171875,5187.7001953125
2024-05-08,2313.60009765625,5187.669921875
2024-05-09,2332.10009765625,5214.080078125
2024-05-10,2367.300048828125,5222.68017578125
2024-05-13,2336.10009765625,5221.419921875
2024-05-14,2353.39990234375,5246.68017578125
2024-05-15,2388.699951171875,5308.14990234375
2024-05-16,2380.0,5297.10009765625
2024-05-17,2412.199951171875,5303.27001953125
2024-05-20,2433.89990234375,5308.1298828125
2024-05-21,2421.699951171875,5321.41015625
2024-05-22,2389.199951171875,5307.009765625
2024-05-23,2335.0,5267.83984375
2024-05-24,2332.5,5304.72021484375
2024-05-28,2355.199951171875,5306.0400390625
2024-05-29,2340.300048828125,5266.9501953125
2024-05-30,2342.89990234375,5235.47998046875
2024-05-31,2322.89990234375,5277.509765625
2024-06-03,2346.60009765625,5283.39990234375
2024-06-04,2325.5,5291.33984375
2024-06-05,2354.10009765625,5354.02978515625
2024-06-06,2370.300048828125,5352.9599609375
2024-06-07,2305.199951171875,5346.990234375
2024-06-10,2307.699951171875,5360.7900390625
2024-06-11,2307.5,5375.31982421875
2024-06-12,2336.0,5421.02978515625
2024-06-13,2300.199951171875,5433.740234375
2024-06-14,2331.39990234375,5431.60009765625
2024-06-17,2312.39990234375,5473.22998046875
2024-06-18,2330.39990234375,5487.02978515625
2024-06-20,2353.800048828125,5473.169921875
2024-06-21,2316.39990234375,5464.6201171875
2024-06-24,2330.0,5447.8701171875
2024-06-25,2316.60009765625,5469.2998046875
2024-06-26,2299.199951171875,5477.89990234375
2024-06-27,2324.5,5482.8701171875
2024-06-28,2327.699951171875,5460.47998046875
2024-07-01,2327.60009765625,5475.08984375
2024-07-02,2323.0,5509.009765625
2024-07-03,2359.800048828125,5537.02001953125
2024-07-05,2388.5,5567.18994140625
2024-07-08,2355.199951171875,5572.85009765625
2024-07-09,2360.10009765625,5576.97998046875
2024-07-10,2372.199951171875,5633.91015625
2024-07-11,2415.0,5584.5400390625
2024-07-12,2414.0,5615.35009765625
2024-07-15,2422.89990234375,5631.22021484375
2024-07-16,2462.39990234375,5667.2001953125
2024-07-17,2454.800048828125,5588.27001953125
2024-07-18,2451.800048828125,5544.58984375
2024-07-19,2395.5,5505.0
2024-07-22,2392.0,5564.41015625
2024-07-23,2404.60009765625,5555.740234375
2024-07-24,2413.300048828125,5427.1298828125
2024-07-25,2351.89990234375,5399.22021484375
2024-07-26,2380.0,5459.10009765625
2024-07-29,2377.300048828125,5463.5400390625
2024-07-30,2405.0,5436.43994140625
2024-07-31,2426.5,5522.2998046875
2024-08-01,2435.0,5446.68017578125
2024-08-02,2425.699951171875,5346.56005859375
2024-08-05,2401.699951171875,5186.330078125
2024-08-06,2389.10009765625,5240.02978515625
2024-08-07,2390.5,5199.5
2024-08-08,2422.199951171875,5319.31005859375
2024-08-09,2432.10009765625,5344.16015625
2024-08-12,2462.39990234375,5344.39013671875
2024-08-13,2466.699951171875,5434.43017578125
2024-08-14,2439.39990234375,5455.2099609375
2024-08-15,2453.10009765625,5543.22021484375
2024-08-16,2498.60009765625,5554.25
2024-08-19,2501.800048828125,5608.25
2024-08-20,2511.300048828125,5597.1201171875
2024-08-21,2508.39990234375,5620.85009765625
2024-08-22,2478.89990234375,5570.64013671875
2024-08-23,2508.39990234375,5634.60986328125
2024-08-26,2517.699951171875,5616.83984375
2024-08-27,2516.0,5625.7998046875
2024-08-28,2501.0,5592.18017578125
2024-08-29,2525.699951171875,5591.9599609375
2024-08-30,2493.800048828125,5648.39990234375
2024-09-03,2489.89990234375,5528.93017578125
2024-09-04,2493.39990234375,5520.06982421875
2024-09-05,2511.39990234375,5503.41015625
2024-09-06,2493.5,5408.419921875
2024-09-09,2501.800048828125,5471.0498046875
2024-09-10,2512.300048828125,5495.52001953125
2024-09-11,2512.10009765625,5554.1298828125
2024-09-12,2551.199951171875,5595.759765625
2024-09-13,2581.300048828125,5626.02001953125
2024-09-16,2580.39990234375,5633.08984375
2024-09-17,2564.300048828125,5634.580078125
2024-09-18,2570.699951171875,5618.259765625
2024-09-19,2588.0,5713.64013671875
2024-09-20,2619.89990234375,5702.5498046875
2024-09-23,2626.5,5718.56982421875
2024-09-24,2651.199951171875,5732.93017578125
2024-09-25,2659.199951171875,5722.259765625
2024-09-26,2669.89990234375,5745.3701171875
2024-09-27,2644.300048828125,5738.169921875
2024-09-30,2636.10009765625,5762.47998046875
2024-10-01,2667.300048828125,5708.75
2024-10-02,2647.10009765625,5709.5400390625
2024-10-03,2657.10009765625,5699.93994140625
2024-10-04,2645.800048828125,5751.06982421875
2024-10-07,2644.800048828125,5695.93994140625
2024-10-08,2615.0,5751.1298828125
2024-10-09,2606.0,5792.0400390625
2024-10-10,2620.60009765625,5780.0498046875
2024-10-11,2657.60009765625,5815.02978515625
2024-10-14,2647.800048828125,5859.85009765625
2024-10-15,2661.39990234375,5815.259765625
2024-10-16,2674.0,5842.47021484375
2024-10-17,2691.0,5841.47021484375
2024-10-18,2713.699951171875,5864.669921875
2024-10-21,2723.10009765625,5853.97998046875
2024-10-22,2744.199951171875,5851.2001953125
2024-10-23,2714.39990234375,5797.419921875
2024-10-24,2734.89990234375,5809.85986328125
2024-10-25,2740.89990234375,5808.1201171875
2024-10-28,2742.89990234375,5823.52001953125
2024-10-29,2768.39990234375,5832.919921875
2024-10-30,2788.5,5813.669921875
2024-10-31,2738.300048828125,5705.4501953125
2024-11-01,2738.60009765625,5728.7998046875
2024-11-04,2736.10009765625,5712.68994140625
2024-11-05,2740.300048828125,5782.759765625
2024-11-06,2667.60009765625,5929.0400390625
2024-11-07,2698.39990234375,5973.10009765625
2024-11-08,2687.5,5995.5400390625
2024-11-11,2611.199951171875,6001.35009765625
2024-11-12,2600.0,5983.990234375
2024-11-13,2580.800048828125,5985.3798828125
2024-11-14,2568.199951171875,5949.169921875
2024-11-15,2565.699951171875,5870.6201171875
2024-11-18,2610.60009765625,5893.6201171875
2024-11-19,2627.10009765625,5916.97998046875
2024-11-20,2648.199951171875,5917.10986328125
2024-11-21,2672.10009765625,5948.7099609375
2024-11-22,2709.89990234375,5969.33984375
2024-11-25,2616.800048828125,5987.3701171875
2024-11-26,2620.300048828125,6021.6298828125
2024-11-27,2639.89990234375,5998.740234375
2024-11-29,2657.0,6032.3798828125
2024-12-02,2634.89990234375,6047.14990234375
2024-12-03,2644.699951171875,6049.8798828125
2024-12-04,2653.800048828125,6086.490234375
2024-12-05,2626.60009765625,6075.10986328125
2024-12-06,2638.60009765625,6090.27001953125
2024-12-09,2664.89990234375,6052.85009765625
2024-12-10,2697.60009765625,6034.91015625
2024-12-11,2733.800048828125,6084.18994140625
2024-12-12,2687.5,6051.25
2024-12-13,2656.0,6051.08984375
2024-12-16,2651.39990234375,6074.080078125
2024-12-17,2644.39990234375,6050.60986328125
2024-12-18,2636.5,5872.16015625
2024-12-19,2592.199951171875,5867.080078125
2024-12-20,2628.699951171875,5930.85009765625
2024-12-23,2612.300048828125,5974.06982421875
2024-12-24,2620.0,6040.0400390625
2024-12-26,2638.800048828125,6037.58984375
2024-12-27,2617.199951171875,5970.83984375
2024-12-30,2606.10009765625,5906.93994140625
2024-12-31,2629.199951171875,5881.6298828125
2025-01-02,2658.89990234375,5868.5498046875
2025-01-03,2645.0,5942.47021484375
2025-01-06,2638.39990234375,5975.3798828125
2025-01-07,2656.699951171875,5909.02978515625
2025-01-08,2664.5,5918.25
2025-01-09,2683.800048828125,
2025-01-10,2708.5,5827.0400390625
2025-01-13,2673.5,5836.22021484375
2025-01-14,2677.5,5842.91015625
2025-01-15,2712.5,5949.91015625
2025-01-16,2746.39990234375,5937.33984375
2025-01-17,2744.300048828125,5996.66015625
2025-01-21,2755.0,6049.240234375
2025-01-22,2767.60009765625,6086.3701171875
2025-01-23,2763.10009765625,6118.7099609375
2025-01-24,2777.300048828125,6101.240234375
2025-01-27,2737.5,6012.27978515625
2025-01-28,2766.800048828125,6067.7001953125
2025-01-29,2769.10009765625,6039.31005859375
2025-01-30,2823.0,6071.169921875
2025-01-31,2812.5,6040.52978515625
2025-02-03,2833.89990234375,5994.56982421875
2025-02-04,2853.300048828125,6037.8798828125
2025-02-05,2871.60009765625,6061.47998046875
2025-02-06,2856.0,6083.56982421875
2025-02-07,2867.300048828125,6025.990234375
2025-02-10,2914.300048828125,6066.43994140625
2025-02-11,2912.5,6068.5
2025-02-12,2909.0,6051.97021484375
2025-02-13,2925.89990234375,6115.06982421875
2025-02-14,2883.60009765625,6114.6298828125
2025-02-18,2931.60009765625,6129.580078125
2025-02-19,2919.39990234375,6144.14990234375
2025-02-20,2940.0,6117.52001953125
2025-02-21,2937.60009765625,6013.1298828125
2025-02-24,2947.89990234375,5983.25
2025-02-25,2904.5,5955.25
2025-02-26,2916.800048828125,5956.06005859375
2025-02-27,2883.199951171875,5861.56982421875
2025-02-28,2836.800048828125,5954.5
2025-03-03,2890.199951171875,5849.72021484375
2025-03-04,2909.60009765625,5778.14990234375
2025-03-05,2915.300048828125,5842.6298828125
2025-03-06,2916.60009765625,5738.52001953125
2025-03-07,2904.699951171875,5770.2001953125
2025-03-10,2891.0,5614.56005859375
2025-03-11,2912.89990234375,5572.06982421875
2025-03-12,2939.10009765625,5599.2998046875
2025-03-13,2984.300048828125,5521.52001953125
2025-03-14,2994.5,5638.93994140625
2025-03-17,3000.0,5675.1201171875
2025-03-18,3035.10009765625,5614.66015625
2025-03-19,3035.89990234375,5675.2900390625
2025-03-20,3040.0,5662.89013671875
2025-03-21,3018.199951171875,5667.56005859375
2025-03-24,3013.10009765625,5767.56982421875
2025-03-25,3023.699951171875,5776.64990234375
2025-03-26,3020.89990234375,5712.2001953125
2025-03-27,3060.199951171875,5693.31005859375
2025-03-28,3086.5,5580.93994140625
2025-03-31,3122.800048828125,5611.85009765625
2025-04-01,3118.89990234375,5633.06982421875
2025-04-02,3139.89990234375,5670.97021484375
2025-04-03,3097.0,5396.52001953125
2025-04-04,3012.0,5074.080078125
2025-04-07,2951.300048828125,5062.25
2025-04-08,2968.39990234375,4982.77001953125
2025-04-09,3056.5,5456.89990234375
2025-04-10,3155.199951171875,5268.0498046875
2025-04-11,3222.199951171875,5363.35986328125
2025-04-14,3204.800048828125,5405.97021484375
2025-04-15,3218.699951171875,5396.6298828125
2025-04-16,3326.60009765625,5275.7001953125
2025-04-17,3308.699951171875,5282.7001953125
2025-04-21,3406.199951171875,5158.2001953125
2025-04-22,3400.800048828125,5287.759765625
2025-04-23,3276.300048828125,5375.85986328125
2025-04-24,3332.0,5484.77001953125
2025-04-25,3282.39990234375,5525.2099609375
2025-04-28,3332.5,5528.75
2025-04-29,3318.800048828125,5560.830078125
2025-04-30,3305.0,5569.06005859375
2025-05-01,3210.0,5604.14013671875
2025-05-02,3231.89990234375,5686.669921875
2025-05-05,3311.300048828125,5650.3798828125
2025-05-06,3411.39990234375,5606.91015625
2025-05-07,3381.39990234375,5631.27978515625
2025-05-08,3296.60009765625,5663.93994140625
2025-05-09,3335.39990234375,5659.91015625
2025-05-12,3220.0,5844.18994140625
2025-05-13,3240.300048828125,5886.5498046875
2025-05-14,3181.39990234375,5892.580078125
2025-05-15,3220.699951171875,5916.93017578125
2025-05-16,3182.0,5958.3798828125
2025-05-19,3228.89990234375,5963.60009765625
2025-05-20,3280.300048828125,5940.4599609375
2025-05-21,3309.300048828125,5844.60986328125
2025-05-22,3292.300048828125,5842.009765625
2025-05-23,3363.60009765625,5802.81982421875
2025-05-27,3299.10009765625,5921.5400390625
2025-05-28,3293.60009765625,5888.5498046875
2025-05-29,3317.10009765625,5912.169921875
2025-05-30,3288.89990234375,5911.68994140625
2025-06-02,3370.60009765625,5935.93994140625
2025-06-03,3350.199951171875,5970.3701171875
2025-06-04,3373.5,5970.81005859375
2025-06-05,3350.699951171875,5939.2998046875
2025-06-06,3322.699951171875,6000.35986328125
2025-06-09,3332.10009765625,6005.8798828125
2025-06-10,3320.89990234375,6038.81005859375
2025-06-11,3321.300048828125,6022.240234375
2025-06-12,3380.89990234375,6045.259765625
2025-06-13,3431.199951171875,5976.97021484375
2025-06-16,3396.39990234375,6033.10986328125
2025-06-17,3386.60009765625,5982.72021484375
2025-06-18,3389.800048828125,5980.8701171875
2025-06-20,3368.10009765625,5967.83984375
2025-06-23,3377.699951171875,6025.169921875
2025-06-24,3317.39990234375,6092.18017578125
2025-06-25,3327.10009765625,6092.16015625
2025-06-26,3333.5,6141.02001953125
2025-06-27,3273.699951171875,6173.06982421875
2025-06-30,3294.39990234375,6204.9501953125
2025-07-01,3336.699951171875,6198.009765625
2025-07-02,3348.0,6227.419921875
2025-07-03,3331.60009765625,6279.35009765625
2025-07-04,3332.5,
2025-07-07,3332.199951171875,6229.97998046875
2025-07-08,3307.0,6225.52001953125
2025-07-09,3311.60009765625,6263.259765625
2025-07-10,3317.39990234375,6280.4599609375
2025-07-11,3356.0,6259.75
2025-07-14,3351.5,6268.56005859375
2025-07-15,3329.800048828125,6243.759765625
2025-07-16,3352.5,6263.7001953125
2025-07-17,3340.10009765625,6297.35986328125
2025-07-18,3353.0,6296.7900390625
2025-07-21,3401.89990234375,6305.60009765625
2025-07-22,3439.199951171875,6309.6201171875
2025-07-23,3394.10009765625,6358.91015625
2025-07-24,3371.0,6363.35009765625
2025-07-25,3334.0,6388.64013671875
2025-07-28,3309.10009765625,6389.77001953125
2025-07-29,3323.39990234375,6370.85986328125
2025-07-30,3295.800048828125,6362.89990234375
2025-07-31,3293.199951171875,6339.39013671875
2025-08-01,3347.699951171875,6238.009765625
2025-08-04,3374.39990234375,6329.93994140625
2025-08-05,3381.89990234375,6299.18994140625
2025-08-06,3380.0,6345.06005859375
2025-08-07,3400.300048828125,6340.0
2025-08-08,3439.10009765625,6389.4501953125
2025-08-11,3353.10009765625,6373.4501953125
2025-08-12,3348.89990234375,6445.759765625
2025-08-13,3358.699951171875,6466.580078125
2025-08-14,3335.199951171875,6468.5400390625
2025-08-15,3336.0,6449.7998046875
2025-08-18,3331.699951171875,6449.14990234375
2025-08-19,3313.39990234375,6411.3701171875
2025-08-20,3343.39990234375,6395.77978515625
2025-08-21,3336.89990234375,6370.169921875
2025-08-22,3374.39990234375,6466.91015625
2025-08-25,3373.800048828125,6439.31982421875
2025-08-26,3388.60009765625,6465.93994140625
2025-08-27,3404.60009765625,6481.39990234375
2025-08-28,3431.800048828125,6501.85986328125
2025-08-29,3473.699951171875,6460.259765625
2025-09-02,3549.39990234375,6415.5400390625
2025-09-03,3593.199951171875,6448.259765625
2025-09-04,3565.800048828125,6502.080078125
2025-09-05,3613.199951171875,6481.5
2025-09-08,3638.10009765625,6495.14990234375
2025-09-09,3643.300048828125,6512.60986328125
2025-09-10,3643.60009765625,6532.0400390625
2025-09-11,3636.89990234375,6587.47021484375
2025-09-12,3649.39990234375,6584.2900390625
2025-09-15,3682.199951171875,6615.27978515625
2025-09-16,3688.89990234375,6606.759765625
2025-09-17,3681.800048828125,6600.35009765625
2025-09-18,3643.699951171875,6631.9599609375
2025-09-19,3671.5,6664.35986328125
2025-09-22,3740.699951171875,6693.75
2025-09-23,3780.60009765625,6656.919921875
2025-09-24,3732.10009765625,6637.97021484375
2025-09-25,3736.89990234375,6604.72021484375
2025-09-26,3775.300048828125,6643.7001953125
2025-09-29,3820.89990234375,6661.2099609375
2025-09-30,3840.800048828125,6688.4599609375
2025-10-01,3867.5,6711.2001953125
2025-10-02,3839.699951171875,6715.35009765625
2025-10-03,3880.800048828125,6715.7900390625
2025-10-06,3948.5,6740.27978515625
2025-10-07,3976.60009765625,6714.58984375
2025-10-08,4043.300048828125,6753.72021484375
2025-10-09,3946.300048828125,6735.10986328125
2025-10-10,3975.89990234375,6552.509765625
2025-10-13,4108.60009765625,6654.72021484375
2025-10-14,4138.7001953125,6644.31005859375
2025-10-15,4176.89990234375,6671.06005859375
2025-10-16,4280.2001953125,6629.06982421875
2025-10-17,4189.89990234375,6664.009765625
2025-10-20,4336.39990234375,6735.1298828125
2025-10-21,4087.699951171875,6735.35009765625
2025-10-22,4044.39990234375,6699.39990234375
2025-10-23,4125.5,6738.43994140625
2025-10-24,4118.39990234375,6791.68994140625
2025-10-27,4001.89990234375,6875.16015625
2025-10-28,3966.199951171875,6890.89013671875
2025-10-29,3983.699951171875,6890.58984375
2025-10-30,4001.300048828125,6822.33984375
2025-10-31,3982.199951171875,6840.2001953125
2025-11-03,4000.300048828125,6851.97021484375
2025-11-04,3947.699951171875,6771.5498046875
2025-11-05,3980.300048828125,6796.2900390625
2025-11-06,3979.89990234375,6720.31982421875
2025-11-07,3999.39990234375,6728.7998046875
2025-11-10,4111.7998046875,6832.43017578125
2025-11-11,4106.7998046875,6846.60986328125
2025-11-12,4204.39990234375,6850.919921875
2025-11-13,4186.89990234375,6737.490234375
2025-11-14,4087.60009765625,6734.10986328125
2025-11-17,4068.300048828125,6672.41015625
2025-11-18,4061.300048828125,6617.31982421875
2025-11-19,4077.699951171875,6642.16015625
2025-11-20,4056.5,6538.759765625
2025-11-21,4076.699951171875,6602.990234375
2025-11-24,4091.89990234375,6705.1201171875
2025-11-25,4139.2001953125,6765.8798828125
2025-11-26,4165.2001953125,6812.60986328125
2025-11-28,4218.2998046875,6849.08984375
2025-12-01,4239.2998046875,6812.6298828125
2025-12-02,4186.60009765625,6829.3701171875
2025-12-03,4199.2998046875,6849.72021484375
2025-12-04,4211.7998046875,6857.1201171875
2025-12-05,4212.89990234375,6870.39990234375
2025-12-08,4187.2001953125,6846.509765625
2025-12-09,4206.7001953125,6840.509765625
2025-12-10,4196.39990234375,6886.68017578125
2025-12-11,4285.5,6901.0
2025-12-12,4300.10009765625,6827.41015625
2025-12-15,4306.7001953125,6816.509765625
2025-12-16,4304.5,6800.259765625
2025-12-17,4347.5,6721.43017578125
2025-12-18,4339.5,6774.759765625
2025-12-19,4361.39990234375,6834.5
2025-12-22,4444.60009765625,6878.490234375
2025-12-23,4482.7998046875,6909.7900390625
2025-12-24,4480.60009765625,6932.0498046875
2025-12-26,4529.10009765625,6929.93994140625
2025-12-29,4325.10009765625,6905.740234375
2025-12-30,4370.10009765625,6896.240234375
2025-12-31,4325.60009765625,6845.5
2026-01-02,4314.39990234375,6858.47021484375
2026-01-05,4436.89990234375,6902.0498046875
2026-01-06,4482.2001953125,6944.81982421875
2026-01-07,4449.2998046875,6920.93017578125
2026-01-08,4449.7001953125,6921.4599609375
2026-01-09,4490.2998046875,6966.27978515625
2026-01-12,4604.2998046875,6977.27001953125
2026-01-13,4589.2001953125,6963.740234375
2026-01-14,4626.2998046875,6926.60009765625
2026-01-15,4616.2998046875,6944.47021484375
2026-01-16,4588.39990234375,6940.009765625
2026-01-20,4759.60009765625,6796.85986328125
2026-01-21,4831.7998046875,6875.6201171875
2026-01-22,4908.7998046875,6913.35009765625
2026-01-23,4976.2001953125,6915.60986328125
2026-01-26,5079.7001953125,6950.22998046875
2026-01-27,5079.89990234375,6978.60009765625
2026-01-28,5301.60009765625,6978.02978515625
2026-01-29,5318.39990234375,6969.009765625
2026-01-30,4713.89990234375,6939.02978515625
2026-02-02,4622.5,6976.43994140625
2026-02-03,4903.7001953125,6917.81005859375
2026-02-04,4920.39990234375,6882.72021484375
2026-02-05,4861.39990234375,6798.39990234375
2026-02-06,4951.2001953125,6932.2998046875
2026-02-09,5050.89990234375,6964.81982421875
2026-02-10,5003.7998046875,6941.81005859375
2026-02-11,5071.60009765625,6941.47021484375
2026-02-12,4923.7001953125,6832.759765625
2026-02-13,5022.0,6836.169921875
2026-02-17,4882.89990234375,6843.22021484375
2026-02-18,4986.5,6881.31005859375
2026-02-19,4975.89990234375,6861.89013671875
2026-02-20,5059.2998046875,6909.509765625
2026-02-23,5204.7001953125,6837.75
2026-02-24,5155.7998046875,6890.06982421875
2026-02-25,5206.39990234375,6946.1298828125
2026-02-26,5176.5,6908.85986328125
2026-02-27,5230.5,6878.8798828125
2026-03-02,5294.39990234375,6881.6201171875
2026-03-03,5107.39990234375,6816.6298828125
2026-03-04,5120.2001953125,6869.5
2026-03-05,5065.2998046875,6830.7099609375
2026-03-06,5146.10009765625,6740.02001953125
2026-03-09,5091.5,6795.990234375
2026-03-10,5229.7001953125,6781.47998046875
2026-03-11,5167.39990234375,6775.7998046875
2026-03-12,5115.7998046875,6672.6201171875
2026-03-13,5052.5,6632.18994140625
2026-03-16,4994.0,6699.3798828125
2026-03-17,5001.0,6716.08984375
2026-03-18,4889.89990234375,6624.7001953125
2026-03-19,4600.7001953125,6606.490234375
2026-03-20,4570.39990234375,6506.47998046875
2026-03-23,4404.10009765625,6581.0
2026-03-24,4399.2998046875,6556.3701171875
2026-03-25,4549.7998046875,6591.89990234375
2026-03-26,4375.5,6477.16015625
2026-03-27,4492.0,6368.85009765625
2026-03-30,4526.0,6343.72021484375
2026-03-31,4647.60009765625,6528.52001953125
2026-04-01,4783.2001953125,6575.31982421875
2026-04-02,4651.5,6582.68994140625
2026-04-06,4656.7998046875,6611.830078125
2026-04-07,4657.10009765625,6616.85009765625
2026-04-08,4749.5,6782.81005859375
2026-04-09,4792.2001953125,6824.66015625
2026-04-10,4761.89990234375,6816.89013671875
2026-04-13,4742.39990234375,6886.240234375
2026-04-14,4825.0,6967.3798828125
2026-04-15,4800.0,7022.9501953125
2026-04-16,4785.39990234375,7041.27978515625
2026-04-17,4857.60009765625,7126.06005859375
2026-04-20,4806.60009765625,7109.14013671875
2026-04-21,4698.39990234375,7064.009765625
2026-04-22,4732.5,7137.89990234375
2026-04-23,4705.10009765625,7108.39990234375
2026-04-24,4722.2998046875,7165.080078125
2026-04-27,4675.39990234375,7173.91015625
2026-04-28,4591.5,7138.7998046875
2026-04-29,4545.2001953125,7135.9501953125
2026-04-30,4614.7001953125,7209.009765625
2026-05-01,4629.89990234375,7230.1201171875
2026-05-04,4519.5,7200.75
2026-05-05,4555.7998046875,7259.22021484375
2026-05-06,4681.89990234375,7365.1201171875
2026-05-07,4699.7998046875,7337.10986328125
2026-05-08,4720.39990234375,7398.93017578125
2026-05-11,4718.7001953125,7412.83984375
2026-05-12,4677.60009765625,7400.9599609375
2026-05-13,4697.7001953125,7444.25
2026-05-14,4678.10009765625,7501.240234375
2026-05-15,4555.7998046875,7408.5
